listing_id,building_name,full_address,street,city,state,zip,lat,lon,dist_to_campus_km,unit_label,beds,baths,sqft,rent_raw,rent_min,rent_max,price_type,is_per_bed,is_shared_bedroom,year_built,num_units,building_type,stories,has_in_unit_laundry,has_on_site_laundry,has_dishwasher,has_ac,has_heat_included,has_water_included,has_internet_included,is_furnished,has_gym,has_pool,has_rooftop_or_clubroom,has_parking_available,has_garage,pets_allowed,is_student_branded,available_date,lease_term,property_manager,scrape_date,source_url
umn_11391,"Redmond Apartments 217 SE 8th Ave, Minneapolis, MN 55414, USA    Featured     4 Bed  closeclose 1111111111111111111111111111111111111111111111111111111111111","217 SE 8th Ave, Minneapolis, MN 55414",217 SE 8th Ave,Minneapolis,MN,55414,44.9826357,-93.2453649,1.3,,4.0,,,$2300,2300.0,2300.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.550418,#
umn_26507,"Como Student Community Cooperative 1024 27th Ave SE Minneapolis, MN 55414 USA    Featured     2 - 3 Bed  closeclose 111111111111111111111","1024 27th Ave SE, Minneapolis, MN 55414",1024 27th Ave SE,Minneapolis,MN,55414,44.9889478,-93.214799,2.42,,2.0,,,$1114,1114.0,1114.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.599850,#
umn_10051,"Solhaus Apartments 2428 Delaware St SE, Minneapolis, MN 55414, USA    Featured     S - 2 Bed  closeclose 11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111","2428 Delaware St SE, Minneapolis, MN 55414",2428 Delaware St SE,Minneapolis,MN,55414,44.9720932,-93.2224956,1.06,,2.0,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.619802,#
umn_10052,"Solhaus Tower 515 SE Huron Blvd, Minneapolis, MN 55414    Featured     S - 1 Bed  closeclose 11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111","515 SE Huron Blvd, Minneapolis, MN 55414",515 SE Huron Blvd,Minneapolis,MN,55414,44.9707106,-93.2224875,1.09,,1.0,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.647037,#
umn_58177,"1409 5th St SE 1409 5th St SE, Minneapolis, MN 55414, USA         3 - 5 Bed  closeclose 111111111111111111111111111111111111111111111111111111111","1409 5th St SE 1409 5th St SE, Minneapolis, MN 55414",1409 5th St SE 1409 5th St SE,Minneapolis,MN,55414,,,,,3.0,,,$2075,2075.0,2075.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.663657,#
umn_68224,3305 Bryant Ave S,"3305 Bryant Ave S, Minneapolis, MN 55408",3305 Bryant Ave S,Minneapolis,MN,55408,44.9426989,-93.29043,5.46,,1.0,,,$1150,1150.0,1150.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.679392,#
umn_78758,"1015 21st Ave SEMinneapolis, MN 55414 1015 21st Ave SEMinneapolis, MN 55414         5 - 6 Bed  closeclose 1111111111111111111","1015 21st Ave SE, Minneapolis, MN 55414",1015 21st Ave SE,Minneapolis,MN,55414,44.9881907,-93.2229463,1.96,,5.0,2.0,,$3250,3250.0,3250.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.696031,#
umn_98044,"868 18th Ave SE Duplex (868 18th Ave SE LLC) 868 18th Ave SE, Minneapolis, MN 55414, USA         6 Bed  closeclose 1111","868 18th Ave SE Duplex (868 18th Ave SE LLC) 868 18th Ave SE, Minneapolis, MN 55414",868 18th Ave SE Duplex (868 18th Ave SE LLC) 868 18th Ave SE,Minneapolis,MN,55414,,,,,6.0,,,$4050,4050.0,4050.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.705429,#
umn_78208,"934 15th Ave SE | Minneapolis, MN, 55414 934 15th Ave SE","934 15th Ave SE |, Minneapolis, MN",934 15th Ave SE |,Minneapolis,MN,,44.9860567,-93.230261,1.51,,4.0,4.0,,$3125,3125.0,3125.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.721497,#
umn_229983,"Expo 200 University Ave SE, Minneapolis, MN 55414 USA              Apply for your new apartment at Expo and receive 2 MONTHS FREE on ANY townhome unit and up to 6 WEEKS FREE on apartments! Terms and conditions apply. Contact our leasing team to learn more and schedule y  1 - 2 Bed  closeclose 1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111","200 University Ave SE, Minneapolis, MN 55414",200 University Ave SE,Minneapolis,MN,55414,44.9709383,-93.2152922,1.64,,1.0,,,$1845,1845.0,1845.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.747091,#
umn_108416,"918 26th Ave SE, Minneapolis, MN 55414, USA 918 26th Ave SE, Minneapolis, MN 55414, USA         5 Bed  closeclose 11111111111111111111111","918 26th Ave SE, Minneapolis, MN 55414",918 26th Ave SE,Minneapolis,MN,55414,44.9870294,-93.2163346,2.18,,5.0,,,$2750,2750.0,2750.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.763744,#
umn_43217,"1019 University Ave SE, Minneapolis, MN 55414 1019 University Ave SE, Minneapolis, MN 55414         Room  closeclose 111111111111111111111111111111111111111","1019 University Ave SE, Minneapolis, MN 55414",1019 University Ave SE,Minneapolis,MN,55414,44.9709383,-93.2152922,1.64,,1.0,3.0,,,,,unknown,,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.780261,#
umn_68225,2012 Aldrich Ave S,"2012 Aldrich Ave S, Minneapolis, MN 55405",2012 Aldrich Ave S,Minneapolis,MN,55405,44.9621099,-93.2895604,4.39,,1.0,,,$1060,1060.0,1060.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.796916,#
umn_43822,"808 12th Ave SE, Minneapolis, MN  55414, United States 808 12th Ave SE, Minneapolis, MN  55414, United States         4 Bed   1","808 12th Ave SE, Minneapolis, MN 55414",808 12th Ave SE,Minneapolis,MN,55414,44.98562,-93.235183,1.39,,4.0,,,$3100,3100.0,3100.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.814274,#
umn_9591,"612 10th Avenue SE 612 10th Ave SE, Minneapolis, MN  55414, United States         4 Bed  closeclose 11111111111111111111111111111111111111111111111111111111111111111111111111111111111","612 10th Avenue SE 612 10th Ave SE, Minneapolis, MN 55414",612 10th Avenue SE 612 10th Ave SE,Minneapolis,MN,55414,,,,,4.0,,,$2200,2200.0,2200.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:48.830800,#
umn_78108,"1081 - 1087 18th Ave SE Minneapolis, MN, 55414 1081 18th Ave SEMinneapolis, MN 55414         4 Bed  closeclose 111111111111111111111111111","1081 - 1087 18th Ave SE, Minneapolis, MN",1081 - 1087 18th Ave SE,Minneapolis,MN,,,,,,4.0,,,$2300,2300.0,2300.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.283441,#
umn_62030,"The 1201 1201 SE 7th St Minneapolis, MN 55414 USA","1201 1201 SE 7th St, Minneapolis, MN 55414",1201 1201 SE 7th St,Minneapolis,MN,55414,,,,,1.0,,,$675,675.0,675.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.301883,#
umn_9551,"The Eagle Lodge 1331 8th St SE, Minneapolis, MN  55414, United States         5 Bed  closeclose 11111111111111111111111","1331 8th St SE, Minneapolis, MN 55414",1331 8th St SE,Minneapolis,MN,55414,44.9848373,-93.2334898,1.32,,5.0,,,$3400,3400.0,3400.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.319726,#
umn_233495,"722 12th Ave SE 722 12th Ave SE, Minneapolis, MN 55414, USA         6 Bed  closeclose 11111","722 12th Ave SE 722 12th Ave SE, Minneapolis, MN 55414",722 12th Ave SE 722 12th Ave SE,Minneapolis,MN,55414,,,,,6.0,,,$4800,4800.0,4800.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.333288,#
umn_78110,"1109 17th Ave SE 1109 17th Ave SE, Minneapolis, MN 55414, USA         6 Bed  closeclose 111111111111111111111","1109 17th Ave SE 1109 17th Ave SE, Minneapolis, MN 55414",1109 17th Ave SE 1109 17th Ave SE,Minneapolis,MN,55414,,,,,6.0,3.0,,$3000,3000.0,3000.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.349629,#
umn_83712,"1116 16th Ave SEMinneapolis, MN 55414 1116 16th Ave SEMinneapolis, MN 55414         5 Bed  closeclose 111111111111111111111111111","1116 16th Ave SE, Minneapolis, MN 55414",1116 16th Ave SE,Minneapolis,MN,55414,44.9912299,-93.2293845,2.08,,5.0,2.5,,$3000,3000.0,3000.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.366701,#
umn_43215,"1318 7th St SE, Minneapolis, MN 55414 1318 7th St SE, Minneapolis, MN 55414         1 - 5 Bed  closeclose 1111111111111111111111111111111","1318 7th St SE, Minneapolis, MN 55414",1318 7th St SE,Minneapolis,MN,55414,44.9837729,-93.2345116,1.19,,1.0,3.0,,$560,560.0,560.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.384872,#
umn_115162,"1084 26th Ave SE 1084 26th Ave SE, Minneapolis, MN 55414         5 Bed  closeclose 11111111111111111111111","1084 26th Ave SE 1084 26th Ave SE, Minneapolis, MN 55414",1084 26th Ave SE 1084 26th Ave SE,Minneapolis,MN,55414,,,,,5.0,,,$2400,2400.0,2400.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.403025,#
umn_68344,"1525 Talmage Ave SE, Minneapolis, MN 55414, USA 1525 Talmage Ave SE, Minneapolis, MN 55414, USA         2 Bed  closeclose 11111","1525 Talmage Ave SE, Minneapolis, MN 55414",1525 Talmage Ave SE,Minneapolis,MN,55414,44.9897333,-93.2303713,1.9,,2.0,,,$950,950.0,950.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.419859,#
umn_57527,"Affordable five bedroom house close to U of M campus!   Great yard and parking ! 876 19th Ave SE, Minneapolis, MN 55414, USA         5 Bed  closeclose 11111","876 19th Ave SE, Minneapolis, MN 55414",876 19th Ave SE,Minneapolis,MN,55414,44.9857167,-93.2252956,1.63,,5.0,,,$3895,3895.0,3895.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.437511,#
umn_102810,"707, 709, 711, 713 13th Ave SE (4 Units) 707 13th Ave SE, Minneapolis, MN 55414, USA         6 Bed  closeclose 1111111111111111111111111111111111111111111","713 13th Ave SE (4 Units) 707 13th Ave SE, Minneapolis, MN 55414",713 13th Ave SE (4 Units) 707 13th Ave SE,Minneapolis,MN,55414,,,,,6.0,,,$4795,4795.0,4795.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.465361,#
umn_110910,"Blaise Apartments 2645 1st Ave S, Minneapolis, MN 55408, USA         Studio  closeclose 11111111111111111111111111111111111111111111111111111","2645 1st Ave S, Minneapolis, MN 55408",2645 1st Ave S,Minneapolis,MN,55408,44.9539057,-93.2763871,3.83,,1.0,,,$995,995.0,995.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.487732,#
umn_38218,"Fully Renovated 5-Bedroom House Close to U of M Campus 924 18th Ave SE, Minneapolis, MN 55414, USA         5 Bed  closeclose 111111111111111111111111111111111","924 18th Ave SE, Minneapolis, MN 55414",924 18th Ave SE,Minneapolis,MN,55414,44.9869843,-93.2268154,1.7,,5.0,,,$3895,3895.0,3895.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.505238,#
umn_115296,"Campus Pride (1116 7th) 1116 7th St SE, Minneapolis, MN 55414         5 Bed   1","1116 7th) 1116 7th St SE, Minneapolis, MN 55414",1116 7th) 1116 7th St SE,Minneapolis,MN,55414,,,,,5.0,,,$4000,4000.0,4000.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.521344,#
umn_26462,"460 Desnoyer AveSt Paul, MN 55104 460 Desnoyer AveSt Paul, MN 55104         1 Bed  closeclose 1111111111111111111111111111111","460 Desnoyer Ave, St Paul, MN 55104",460 Desnoyer Ave,St Paul,MN,55104,44.9544762,-93.2010291,3.44,,1.0,,,$1190,1190.0,1190.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.538704,#
umn_83711,"1114 16th Ave SEMinneapolis, MN 55414 1114 16th Ave SEMinneapolis, MN 55414         5 Bed  closeclose 111111111111111111111111111","1114 16th Ave SE, Minneapolis, MN 55414",1114 16th Ave SE,Minneapolis,MN,55414,44.9911778,-93.2293843,2.07,,5.0,2.5,,$3000,3000.0,3000.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.563783,#
umn_9592,"1213 7th st SE 1213 SE 7th St, Minneapolis, MN 55414, USA         5 Bed  closeclose 11","1213 7th st SE 1213 SE 7th St, Minneapolis, MN 55414",1213 7th st SE 1213 SE 7th St,Minneapolis,MN,55414,,,,,5.0,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.580543,#
umn_9716,"Elmwood Properties - 1724-1732 Rollins Ave 1732 Rollins Avenue SE Minneapolis, MN 55414 USA         1 Bed  closeclose 1111111111111111111111111","1732 Rollins Ave 1732 Rollins Avenue SE, Minneapolis, MN 55414",1732 Rollins Ave 1732 Rollins Avenue SE,Minneapolis,MN,55414,,,,,1.0,,,$1200,1200.0,1200.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.596254,#
umn_43655,"The Lynx 1121 8th St SE, Minneapolis, MN  55414, United States         3 Bed  closeclose 11111111111111111111111111111111111111111111111","1121 8th St SE, Minneapolis, MN 55414",1121 8th St SE,Minneapolis,MN,55414,44.9859836,-93.236359,1.43,,3.0,3.0,,$2250,2250.0,2250.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.613104,#
umn_50255,"1200 - 1206 Como Ave SE 1200 - 1206 Como Ave SE, Minneapolis, MN 55414, USA         5 Bed  closeclose 11111111111111111","1200 - 1206 Como Ave SE 1200 - 1206 Como Ave SE, Minneapolis, MN 55414",1200 - 1206 Como Ave SE 1200 - 1206 Como Ave SE,Minneapolis,MN,55414,,,,,5.0,,,$3795,3795.0,3795.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.627950,#
umn_58526,"1097 22nd Ave SE Minneapolis, MN 55414 1097 22nd Ave SE Minneapolis, MN 55414         2 - 3 Bed  closeclose 11111111111111111111111","1097 22nd Ave SE, Minneapolis, MN 55414",1097 22nd Ave SE,Minneapolis,MN,55414,44.9902324,-93.2216509,2.21,,2.0,1.0,,$1150,1150.0,1150.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.637732,#
umn_12635,"University Commons 609 SE Huron BlvdMinneapolis, MN 55414      Lowest Price","609 SE Huron Blvd, Minneapolis, MN 55414",609 SE Huron Blvd,Minneapolis,MN,55414,44.969562,-93.2222442,1.14,,1.0,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.655737,#
umn_38176,"1097 - 1099 25th Ave SE Minneapolis, MN, 55414 1097 25th Ave SE","1097 - 1099 25th Ave SE, Minneapolis, MN",1097 - 1099 25th Ave SE,Minneapolis,MN,,44.9756645,-93.2190163,1.36,,4.0,,,$2250,2250.0,2250.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.671677,#
umn_232982,"3 rooms in 5-bed · 1st Month FREE · New marble bath (9/15) 1013 24th Ave SE, Minneapolis, MN 55414, USA         3 Bed  closeclose 111111111111111111111111111111111111111111111","3 rooms in 5-bed · 1st Month FREE · New marble bath (9/15) 1013 24th Ave SE, Minneapolis, MN 55414",3 rooms in 5-bed · 1st Month FREE · New marble bath (9/15) 1013 24th Ave SE,Minneapolis,MN,55414,,,,,3.0,3.0,,$1990,1990.0,1990.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.696515,#
umn_70441,"Elmwood Properties - 829 15th Ave 829 15th Ave SE, Minneapolis, MN 55414, USA         5 Bed  closeclose 11","829 15th Ave 829 15th Ave SE, Minneapolis, MN 55414",829 15th Ave 829 15th Ave SE,Minneapolis,MN,55414,,,,,5.0,2.0,,$2800,2800.0,2800.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.713327,#
umn_78613,"1056 15th Ave SE 1056 15th Ave SE, Minneapolis, MN 55414, USA         6 Bed  closeclose 111111111111111111111111111","1056 15th Ave SE 1056 15th Ave SE, Minneapolis, MN 55414",1056 15th Ave SE 1056 15th Ave SE,Minneapolis,MN,55414,,,,,6.0,,,$3200,3200.0,3200.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.730572,#
umn_38192,"1117 8th St SE 1117 8th St SE, Minneapolis, MN 55414, USA         5 Bed  closeclose 11111","1117 8th St SE 1117 8th St SE, Minneapolis, MN 55414",1117 8th St SE 1117 8th St SE,Minneapolis,MN,55414,,,,,5.0,,,$2895,2895.0,2895.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.747060,#
umn_231298,"Nordic Court 1080 Raymond Ave, St Paul, MN 55108, USA         S - 1 Bed  closeclose 111111111111111111111111111111111111111","1080 Raymond Ave, St Paul, MN 55108",1080 Raymond Ave,St Paul,MN,55108,44.9740413,-93.194683,3.24,,1.0,,,$950,950.0,950.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.763891,#
umn_105605,"1055 24th Ave SE, Minneapolis, MN 55414, USA 1055 24th Ave SE, Minneapolis, MN 55414, USA         5 Bed  closeclose 11111111111111111111111111111111111","1055 24th Ave SE, Minneapolis, MN 55414",1055 24th Ave SE,Minneapolis,MN,55414,44.989607,-93.219092,2.26,,5.0,,,$500,500.0,500.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.780879,#
umn_9717,"Elmwood Properties - 817 12th Ave 817 12th Avenue SE Minneapolis, MN 55414 USA         S - 2 Bed  closeclose 11111111111111111111111111111","817 12th Ave 817 12th Avenue SE, Minneapolis, MN 55414",817 12th Ave 817 12th Avenue SE,Minneapolis,MN,55414,,,,,2.0,,,$1100,1100.0,1100.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.798424,#
umn_101114,Tairrie House 609 SE Oak St,"609 SE Oak St, Minneapolis, MN 55414",609 SE Oak St,Minneapolis,MN,55414,44.9698625,-93.2265321,0.82,,4.0,,,$2776,2776.0,2776.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.815554,#
umn_61964,"2622 Essex 2622 Essex St SE, Minneapolis, MN 55414, USA         4 - 5 Bed  closeclose 111111111111111111111111111111111111111","2622 Essex 2622 Essex St SE, Minneapolis, MN 55414",2622 Essex 2622 Essex St SE,Minneapolis,MN,55414,,,,,4.0,,,$2795,2795.0,2795.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.833299,#
umn_43707,"3700-3708 Lyndale Ave S 3708 Lyndale Ave S Minneapolis, MN 55409 USA         1 Bed  closeclose 1111111111111111111","3708 Lyndale Ave S 3708 Lyndale Ave S, Minneapolis, MN 55409",3708 Lyndale Ave S 3708 Lyndale Ave S,Minneapolis,MN,55409,,,,,1.0,,,$1175,1175.0,1175.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.849675,#
umn_9561,"623 14th Ave SE 623 14th Ave SE, Minneapolis, MN 55414         5 Bed  closeclose 11111111111111111111111111111111111111111","623 14th Ave SE 623 14th Ave SE, Minneapolis, MN 55414",623 14th Ave SE 623 14th Ave SE,Minneapolis,MN,55414,,,,,5.0,,,$3875,3875.0,3875.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.866507,#
umn_53057,"712 4th St SE 712 4th St SE, Minneapolis, MN 55414, USA         1 - 3 Bed  closeclose 111111111111111111111111111111111111111111111111111111111111111111111111111","712 4th St SE 712 4th St SE, Minneapolis, MN 55414",712 4th St SE 712 4th St SE,Minneapolis,MN,55414,,,,,1.0,,,$1250,1250.0,1250.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.885547,#
umn_54620,Luna Apartments 2520 S 8th St,"2520 S 8th St, Minneapolis, MN 55454",2520 S 8th St,Minneapolis,MN,55454,44.965362,-93.2353263,0.86,,2.0,,,$1340,1340.0,1340.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:52.953114,#
umn_58199,"1015 7th St SE 1015 7th St SE, Minneapolis, MN 55414, USA         5 Bed  closeclose 111111111111111111111111111111111111111111111111111111111","1015 7th St SE 1015 7th St SE, Minneapolis, MN 55414",1015 7th St SE 1015 7th St SE,Minneapolis,MN,55414,,,,,5.0,,,$3650,3650.0,3650.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:53.423070,#
umn_26357,"1 bedroom  311 7th Ave SE 311 SE 7th Ave, Minneapolis, MN 55414, USA         2 Bed","1 bedroom  311 7th Ave SE 311 SE 7th Ave, Minneapolis, MN 55414",1 bedroom  311 7th Ave SE 311 SE 7th Ave,Minneapolis,MN,55414,,,,,1.0,,,$1150,1150.0,1150.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:53.466790,#
umn_43718,3701 W Lake St,"3701 W Lake St, Minneapolis, MN 55416",3701 W Lake St,Minneapolis,MN,55416,44.9482359,-93.326575,7.65,,1.0,,,$949,949.0,949.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:53.516267,#
umn_233493,"716 13th Ave SE Duplex 716 13th Ave SE, Minneapolis, MN 55414, USA         6 Bed  closeclose 1111","716 13th Ave SE Duplex 716 13th Ave SE, Minneapolis, MN 55414",716 13th Ave SE Duplex 716 13th Ave SE,Minneapolis,MN,55414,,,,,6.0,,,$4800,4800.0,4800.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:53.553607,#
umn_58534,"1114 13th Ave SE Minneapolis, MN 55414 1114 13th Ave SE Minneapolis, MN 55414         5 Bed  closeclose 11111111111111111111111","1114 13th Ave SE, Minneapolis, MN 55414",1114 13th Ave SE,Minneapolis,MN,55414,44.9912411,-93.2330339,2.03,,5.0,2.0,,$3250,3250.0,3250.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:53.650969,#
umn_9560,"619 11th Ave SE 619 11th Ave SE, Minneapolis, MN 55414         4 Bed   1","619 11th Ave SE 619 11th Ave SE, Minneapolis, MN 55414",619 11th Ave SE 619 11th Ave SE,Minneapolis,MN,55414,,,,,4.0,,,$3080,3080.0,3080.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:53.754245,#
umn_115165,"1085 26th Ave SE 1085 26th Ave SE, Minneapolis, MN 55414         6 Bed  closeclose 11111111111111111111111","1085 26th Ave SE 1085 26th Ave SE, Minneapolis, MN 55414",1085 26th Ave SE 1085 26th Ave SE,Minneapolis,MN,55414,,,,,6.0,,,$2700,2700.0,2700.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:53.802769,#
umn_26355,"2 bedroom 702 4th St SE 702 4th St SE Minneapolis, MN 55414         2 Bed  closeclose 111111111111111111111111111111111111111111111","2 bedroom 702 4th St SE 702 4th St SE, Minneapolis, MN 55414",2 bedroom 702 4th St SE 702 4th St SE,Minneapolis,MN,55414,,,,,2.0,,,$1200,1200.0,1200.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:53.833087,#
umn_9552,"Dinkytown Rentals ""The Fox Lodge"" 1317 8th St SE, Minneapolis, MN  55414, United States         4 Bed  closeclose 11111111111111111111111","1317 8th St SE, Minneapolis, MN 55414",1317 8th St SE,Minneapolis,MN,55414,44.9848983,-93.233643,1.32,,4.0,,,$3000,3000.0,3000.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:53.852805,#
umn_42408,"1120-1122 4th St SE 1120 4th St SE, Minneapolis, MN 55414, USA         7 Bed  closeclose 11111111111111111111111","1122 4th St SE 1120 4th St SE, Minneapolis, MN 55414",1122 4th St SE 1120 4th St SE,Minneapolis,MN,55414,,,,,7.0,,,$4995,4995.0,4995.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:53.879676,#
umn_100719,"SEPTEMBER MOVE IN~Studio, 1 Bedroom, and 2 Bedroo Apartments for Sept 2025- Close by the University of Minnesota 414 7th Ave SE, Minneapolis, MN 55414, USA         S - 2 Bed  closeclose 111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111","2 Bedroo Apartments for Sept 2025- Close by the University of Minnesota 414 7th Ave SE, Minneapolis, MN 55414",2 Bedroo Apartments for Sept 2025- Close by the University of Minnesota 414 7th Ave SE,Minneapolis,MN,55414,,,,,1.0,,,$765,765.0,765.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:53.952927,#
umn_43990,"11th on Campus 526 11th Avenue SE Minneapolis, MN 55414 USA         1 - 2 Bed  closeclose 111111111111111111111111111","526 11th Avenue SE, Minneapolis, MN 55414",526 11th Avenue SE,Minneapolis,MN,55414,44.98339,-93.238785,1.17,,1.0,,,$725,725.0,725.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:54.002668,#
umn_54284,"1105 8th St SE, Minneapolis, MN  55414, United States 1105 8th St SE, Minneapolis, MN  55414, United States         4 - 5 Bed  closeclose 111111111111111111111","1105 8th St SE, Minneapolis, MN 55414",1105 8th St SE,Minneapolis,MN,55414,44.9860543,-93.2365358,1.44,,4.0,2.0,,$2440,2440.0,2440.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:54.020750,#
umn_104427,"315 11th Ave SE, Minneapolis, MN 55414, USA 315 11th Ave SE, Minneapolis, MN 55414, USA         5 Bed  closeclose 1111111111111111111111111111111","315 11th Ave SE, Minneapolis, MN 55414",315 11th Ave SE,Minneapolis,MN,55414,44.9814021,-93.2406096,0.99,,5.0,1.0,,$50,50.0,50.0,total,False,,,,,,,,,,,,,,,,,,,,True,,,,2025-11-29T01:11:54.037883,#
