listing_id,building_name,full_address,street,city,state,zip,lat,lon,dist_to_campus_km,unit_label,beds,baths,sqft,rent_raw,rent_min,rent_max,price_type,is_per_bed,is_shared_bedroom,year_built,num_units,building_type,stories,has_in_unit_laundry,has_on_site_laundry,has_dishwasher,has_ac,has_heat_included,has_water_included,has_internet_included,is_furnished,has_gym,has_pool,has_rooftop_or_clubroom,has_parking_available,has_garage,pets_allowed,is_student_branded,scrape_date,source_url
b2rntlb-2.0bed,Fair Oaks Apartment Homes,"2421 3rd Ave S, Minneapolis, MN 55404
Property Website",2421 3rd Ave S,Minneapolis,MN,55404,44.9587525,-93.272635,3.3,,2.0,1.0,927,"$1,630",1630.0,1630.0,per_unit,False,,,,,,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,2025-11-26T20:55:55.548960,https://www.apartments.com/fair-oaks-apartment-homes-minneapolis-mn/b2rntlb/
61zcezr-1.0bed,2222 Nicollet Avenue,"2222 Nicollet Ave, Minneapolis, MN 55404",2222 Nicollet Ave,Minneapolis,MN,55404,44.9606176,-93.2779468,3.59,,1.0,1.0,745,$925,925.0,925.0,per_unit,False,,,,,,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T20:56:06.786358,https://www.apartments.com/2222-nicollet-avenue-minneapolis-mn/61zcezr/
kezkwe9-1.0bed,Castleton,"214-220 E 19th St, Minneapolis, MN 55403",214-220 E 19th St,Minneapolis,MN,55403,44.9639632,-93.2752949,3.26,,1.0,1.0,540,$999,999.0,999.0,per_unit,False,,,,,,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,2025-11-26T20:56:18.967772,https://www.apartments.com/castleton-minneapolis-mn/kezkwe9/
mlhcrxj-1.0bed,The Whit,"2201 Blaisdell Ave, Minneapolis, MN 55404
Property Website",2201 Blaisdell Ave,Minneapolis,MN,55404,44.960786,-93.279484,3.69,,1.0,1.0,765,"$1,710",1710.0,1710.0,per_unit,False,,,,,,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,2025-11-26T20:56:41.064035,https://www.apartments.com/the-whit-minneapolis-mn/mlhcrxj/
mlhcrxj-0bed,The Whit,"2201 Blaisdell Ave, Minneapolis, MN 55404
Property Website",2201 Blaisdell Ave,Minneapolis,MN,55404,44.960786,-93.279484,3.69,,0.0,1.0,362,"$1,125",1125.0,1125.0,per_unit,False,,,,,,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,2025-11-26T20:56:41.060535,https://www.apartments.com/the-whit-minneapolis-mn/mlhcrxj/
016eqt3-1.0bed,2417 Garfield Ave Apartments | Origen Living,"2417 Garfield Ave, Minneapolis, MN 55405
Property Website",2417 Garfield Ave,Minneapolis,MN,55405,44.9587388,-93.2866281,4.3,,1.0,1.0,735,$902,902.0,902.0,per_unit,False,,,,,,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T20:56:52.264472,https://www.apartments.com/2417-garfield-ave-apartments-origen-living-minneapolis-mn/016eqt3/
016eqt3-0bed,2417 Garfield Ave Apartments | Origen Living,"2417 Garfield Ave, Minneapolis, MN 55405
Property Website",2417 Garfield Ave,Minneapolis,MN,55405,44.9587388,-93.2866281,4.3,,0.0,1.0,350,$762,762.0,762.0,per_unit,False,,,,,,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T20:56:52.260973,https://www.apartments.com/2417-garfield-ave-apartments-origen-living-minneapolis-mn/016eqt3/
r4fwhp3-1.0bed,2400 Harriet Ave Apartments | Origen Living,"2400 Harriet Ave S, Minneapolis, MN 55405",2400 Harriet Ave S,Minneapolis,MN,55405,44.9588731,-93.2859567,4.24,,1.0,1.0,630,$902,902.0,902.0,per_unit,False,,,,,,True,True,True,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T20:57:25.944779,https://www.apartments.com/2400-harriet-ave-apartments-origen-living-minneapolis-mn/r4fwhp3/
mf8myxh-1.0bed,2545 Garfield,"2545 Garfield Ave, Minneapolis, MN 55405",2545 Garfield Ave,Minneapolis,MN,55405,44.955705,-93.286451,4.42,,1.0,1.0,500,$900,900.0,900.0,per_unit,False,,,,,,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T20:57:37.257136,https://www.apartments.com/2545-garfield-minneapolis-mn/mf8myxh/
wqpwfsh-1.0bed,2731 Pillsbury,"2731 Pillsbury Ave, Minneapolis, MN 55408",2731 Pillsbury Ave,Minneapolis,MN,55408,44.9527178,-93.2808717,4.2,,1.0,1.0,580,$949,949.0,949.0,per_unit,False,,,,,,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T20:57:48.263511,https://www.apartments.com/2731-pillsbury-minneapolis-mn/wqpwfsh/
wqpwfsh-0bed,2731 Pillsbury,"2731 Pillsbury Ave, Minneapolis, MN 55408",2731 Pillsbury Ave,Minneapolis,MN,55408,44.9527178,-93.2808717,4.2,,0.0,1.0,360,$799,799.0,799.0,per_unit,False,,,,,,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T20:57:48.260662,https://www.apartments.com/2731-pillsbury-minneapolis-mn/wqpwfsh/
wtm638k-2.0bed,Good Dwelling: Live Your Best Life!,"2640 Nicollet Ave, Minneapolis, MN 55408
Property Website",2640 Nicollet Ave,Minneapolis,MN,55408,44.9540329,-93.2782257,3.95,,2.0,1.0,627,"$1,880",1880.0,1880.0,per_unit,False,,,,,,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,2025-11-26T20:59:31.683977,https://www.apartments.com/good-dwelling-live-your-best-life-minneapolis-mn/wtm638k/
wtm638k-0bed,Good Dwelling: Live Your Best Life!,"2640 Nicollet Ave, Minneapolis, MN 55408
Property Website",2640 Nicollet Ave,Minneapolis,MN,55408,44.9540329,-93.2782257,3.95,,0.0,1.0,474,"$1,195",1195.0,1195.0,per_unit,False,,,,,,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,2025-11-26T20:59:31.669949,https://www.apartments.com/good-dwelling-live-your-best-life-minneapolis-mn/wtm638k/
67p05xs-1.0bed,Lyndy Apartments,"2905 Harriet Ave S, Minneapolis, MN 55408
Property Website",2905 Harriet Ave S,Minneapolis,MN,55408,44.9501242,-93.2854254,4.66,,1.0,1.0,668,"$1,250",1250.0,1250.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,False,True,True,False,True,True,2025-11-26T21:00:17.168421,https://www.apartments.com/lyndy-apartments-minneapolis-mn/67p05xs/
67p05xs-2.0bed,Lyndy Apartments,"2905 Harriet Ave S, Minneapolis, MN 55408
Property Website",2905 Harriet Ave S,Minneapolis,MN,55408,44.9501242,-93.2854254,4.66,,2.0,1.0,817,"$1,875",1875.0,1875.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,False,True,True,False,True,True,2025-11-26T21:00:17.175347,https://www.apartments.com/lyndy-apartments-minneapolis-mn/67p05xs/
7hztpyx-0bed,1910 1st Ave S,"1910 1st Ave S, Minneapolis, MN 55403
Property Website",1910 1st Ave S,Minneapolis,MN,55403,44.9635299,-93.2769349,3.4,,0.0,1.0,400,$980,980.0,980.0,per_unit,False,,,,,,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T21:00:28.514439,https://www.apartments.com/1910-1st-ave-s-minneapolis-mn/7hztpyx/
ge95tlw-1.0bed,Ridgewood Arches,"221-229 Ridgewood Ave, Minneapolis, MN 55403
Property Website",221-229 Ridgewood Ave,Minneapolis,MN,55403,44.9636419,-93.2841772,3.94,,1.0,1.0,525,"$1,160",1160.0,1160.0,per_unit,False,,,,,,True,True,True,True,False,False,False,True,True,True,False,True,False,True,True,2025-11-26T21:00:40.587312,https://www.apartments.com/ridgewood-arches-minneapolis-mn/ge95tlw/
ezemwwp-0bed,242 West Franklin Ave,"242 W Franklin Ave, Minneapolis, MN 55404
Property Website",242 W Franklin Ave,Minneapolis,MN,55404,44.9629836,-93.2828455,3.86,,0.0,1.0,400,"$1,065",1065.0,1065.0,per_unit,False,,,,,,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T21:01:31.969472,https://www.apartments.com/242-west-franklin-ave-minneapolis-mn/ezemwwp/
8yxyz92-1.0bed,Inspire,"2837 Emerson Ave S, Minneapolis, MN 55408
Property Website",2837 Emerson Ave S,Minneapolis,MN,55408,44.9508516,-93.2935192,5.16,,1.0,1.0,989,"$1,920",1920.0,1920.0,per_unit,False,,,,,,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,2025-11-26T21:19:48.612641,https://www.apartments.com/inspire-minneapolis-mn/8yxyz92/
8yxyz92-2.0bed,Inspire,"2837 Emerson Ave S, Minneapolis, MN 55408
Property Website",2837 Emerson Ave S,Minneapolis,MN,55408,44.9508516,-93.2935192,5.16,,2.0,2.5,1605,"$2,985",2985.0,2985.0,per_unit,False,,,,,,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,2025-11-26T21:19:48.728488,https://www.apartments.com/inspire-minneapolis-mn/8yxyz92/
5wyj9qp-1.0bed,Blue and Lime,"2922 Aldrich Ave S, Minneapolis, MN 55408
Property Website",2922 Aldrich Ave S,Minneapolis,MN,55408,44.948898,-93.2897385,5.02,,1.0,1.0,779,"$1,475",1475.0,1475.0,per_unit,False,,,,,,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,2025-11-26T21:20:01.659902,https://www.apartments.com/blue-and-lime-minneapolis-mn/5wyj9qp/
5wyj9qp-2.0bed,Blue and Lime,"2922 Aldrich Ave S, Minneapolis, MN 55408
Property Website",2922 Aldrich Ave S,Minneapolis,MN,55408,44.948898,-93.2897385,5.02,,2.0,2.0,1143,"$2,225",2225.0,2225.0,per_unit,False,,,,,,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,2025-11-26T21:20:01.694307,https://www.apartments.com/blue-and-lime-minneapolis-mn/5wyj9qp/
xpy2mtp-1.0bed,Daymark Uptown,"1455 W Lake St, Minneapolis, MN 55408
Property Website",1455 W Lake St,Minneapolis,MN,55408,44.9480843,-93.3000109,5.76,,1.0,1.0,859,"$2,180",2180.0,2180.0,per_unit,False,,,,,,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,2025-11-26T21:20:13.020810,https://www.apartments.com/daymark-uptown-minneapolis-mn/xpy2mtp/
xpy2mtp-2.0bed,Daymark Uptown,"1455 W Lake St, Minneapolis, MN 55408
Property Website",1455 W Lake St,Minneapolis,MN,55408,44.9480843,-93.3000109,5.76,,2.0,2.0,1874,"$4,985",4985.0,4985.0,per_unit,False,,,,,,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True,2025-11-26T21:20:13.061000,https://www.apartments.com/daymark-uptown-minneapolis-mn/xpy2mtp/
tb5zpjb-1.0bed,The Asher,"1125 Lagoon Ave, Minneapolis, MN 55408
Property Website",1125 Lagoon Ave,Minneapolis,MN,55408,44.9487427,-93.2939593,5.31,,1.0,1.0,660,"$1,602",1602.0,1602.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,2025-11-26T21:20:35.222022,https://www.apartments.com/the-asher-minneapolis-mn/tb5zpjb/
tb5zpjb-2.0bed,The Asher,"1125 Lagoon Ave, Minneapolis, MN 55408
Property Website",1125 Lagoon Ave,Minneapolis,MN,55408,44.9487427,-93.2939593,5.31,,2.0,2.0,1191,"$2,587",2587.0,2587.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,2025-11-26T21:20:35.235126,https://www.apartments.com/the-asher-minneapolis-mn/tb5zpjb/
kp0e96c-2.0bed,Laguna Apartments,"2900 Irving Ave S, Minneapolis, MN 55408
Property Website",2900 Irving Ave S,Minneapolis,MN,55408,44.9490094,-93.3024488,5.88,,2.0,2.0,1303,"$2,495",2495.0,2495.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,2025-11-26T21:20:46.376944,https://www.apartments.com/laguna-apartments-minneapolis-mn/kp0e96c/
6cj6hpv-1.0bed,Hoigaard Village,"5690 W 36th St, Saint Louis Park, MN 55416
Leasing Office: 5600 Camerata Way, St. Louis Park, MN 55416
Property Website, Minneapolis, MN",5690 W 36th St,Saint Louis Park,MN,55416,44.9378479,-93.3512771,9.89,,1.0,1.0,1006,"$1,995",1995.0,1995.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,2025-11-26T21:20:58.857156,https://www.apartments.com/hoigaard-village-saint-louis-park-mn/6cj6hpv/
6cj6hpv-2.0bed,Hoigaard Village,"5690 W 36th St, Saint Louis Park, MN 55416
Leasing Office: 5600 Camerata Way, St. Louis Park, MN 55416
Property Website, Minneapolis, MN",5690 W 36th St,Saint Louis Park,MN,55416,44.9378479,-93.3512771,9.89,,2.0,2.5,2304,"$3,116",3116.0,3116.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,2025-11-26T21:20:58.896330,https://www.apartments.com/hoigaard-village-saint-louis-park-mn/6cj6hpv/
ztq9cyw-1.0bed,Lumos Apartments,"2826 Girard Ave S, Minneapolis, MN 55408
Property Website",2826 Girard Ave S,Minneapolis,MN,55408,44.9514623,-93.2970888,5.38,,1.0,1.0,685,"$1,415",1415.0,1415.0,per_unit,False,,,,,,True,True,True,True,False,False,False,True,True,False,True,True,False,True,True,2025-11-26T22:50:34.369308,https://www.apartments.com/lumos-apartments-minneapolis-mn/ztq9cyw/
s1qg2g4-1.0bed,Moment,"650 Portland Ave S, Minneapolis, MN 55415
Property Website",650 Portland Ave S,Minneapolis,MN,55415,44.9739869,-93.2646837,2.27,,1.0,1.0,889,"$2,097",2097.0,2097.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,2025-11-26T22:52:23.434801,https://www.apartments.com/moment-minneapolis-mn/s1qg2g4/
s1qg2g4-2.0bed,Moment,"650 Portland Ave S, Minneapolis, MN 55415
Property Website",650 Portland Ave S,Minneapolis,MN,55415,44.9739869,-93.2646837,2.27,,2.0,2.0,1713,"$4,794",4794.0,4794.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,2025-11-26T22:52:23.456284,https://www.apartments.com/moment-minneapolis-mn/s1qg2g4/
q5w315x-2.0bed,The Quad on Delaware,"2508 Delaware St SE, Minneapolis, MN 55414
Property Website",2508 Delaware St SE,Minneapolis,MN,55414,44.9716105,-93.2217586,1.12,,2.0,2.0,806,$849,849.0,849.0,per_bed,True,,,,,,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,2025-11-26T22:52:42.454720,https://www.apartments.com/the-quad-on-delaware-minneapolis-mn/q5w315x/
cmvfmhe-1.0bed,Groove Lofts,"608 2nd Ave S, Minneapolis, MN 55402
Property Website",608 2nd Ave S,Minneapolis,MN,55402,44.976604,-93.2691277,2.64,,1.0,1.0,1374,"$2,136",2136.0,2136.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,False,True,True,False,True,True,2025-11-26T22:53:52.492551,https://www.apartments.com/groove-lofts-minneapolis-mn/cmvfmhe/
cmvfmhe-2.0bed,Groove Lofts,"608 2nd Ave S, Minneapolis, MN 55402
Property Website",608 2nd Ave S,Minneapolis,MN,55402,44.976604,-93.2691277,2.64,,2.0,2.0,1447,$250,250.0,250.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,False,True,True,False,True,True,2025-11-26T22:53:52.685274,https://www.apartments.com/groove-lofts-minneapolis-mn/cmvfmhe/
gsnmjnz-1.0bed,29 Bryant Apartments,"2934 Bryant Ave S, Minneapolis, MN 55408
Property Website",2934 Bryant Ave S,Minneapolis,MN,55408,44.9490217,-93.2909929,5.09,,1.0,1.0,635,"$1,504",1504.0,1504.0,per_unit,False,,,,,,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,2025-11-26T22:54:11.271469,https://www.apartments.com/29-bryant-apartments-minneapolis-mn/gsnmjnz/
gsnmjnz-0bed,29 Bryant Apartments,"2934 Bryant Ave S, Minneapolis, MN 55408
Property Website",2934 Bryant Ave S,Minneapolis,MN,55408,44.9490217,-93.2909929,5.09,,0.0,1.0,360,"$1,000",1000.0,1000.0,per_unit,False,,,,,,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,2025-11-26T22:54:11.260895,https://www.apartments.com/29-bryant-apartments-minneapolis-mn/gsnmjnz/
90sk3p6-1.0bed,Expo,"200 University Ave SE, Minneapolis, MN 55414
Property Website",200 University Ave SE,Minneapolis,MN,55414,44.9684846,-93.2092393,2.16,,1.0,1.0,854,"$2,459",2459.0,2459.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,2025-11-26T22:54:33.741055,https://www.apartments.com/expo-minneapolis-mn/90sk3p6/
90sk3p6-2.0bed,Expo,"200 University Ave SE, Minneapolis, MN 55414
Property Website",200 University Ave SE,Minneapolis,MN,55414,44.9684846,-93.2092393,2.16,,2.0,2.5,1686,"$3,736",3736.0,3736.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,2025-11-26T22:54:33.789875,https://www.apartments.com/expo-minneapolis-mn/90sk3p6/
1fls1t4-1.0bed,Lago Apartments,"500 W Lake St, Minneapolis, MN 55408
Property Website",500 W Lake St,Minneapolis,MN,55408,44.9487077,-93.2859311,4.78,,1.0,1.0,654,"$1,474",1474.0,1474.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,False,True,True,False,True,True,2025-11-26T22:55:11.327784,https://www.apartments.com/lago-apartments-minneapolis-mn/1fls1t4/
1fls1t4-2.0bed,Lago Apartments,"500 W Lake St, Minneapolis, MN 55408
Property Website",500 W Lake St,Minneapolis,MN,55408,44.9487077,-93.2859311,4.78,,2.0,1.0,785,"$1,894",1894.0,1894.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,False,True,True,False,True,True,2025-11-26T22:55:11.331305,https://www.apartments.com/lago-apartments-minneapolis-mn/1fls1t4/
1eej1c4-1.0bed,270 Hennepin,"270 Hennepin Ave, Minneapolis, MN 55402
Property Website",270 Hennepin Ave,Minneapolis,MN,55402,44.9815547,-93.27029,2.86,,1.0,1.0,935,"$2,699",2699.0,2699.0,per_unit,False,,,,,,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,2025-11-26T22:56:24.192702,https://www.apartments.com/270-hennepin-minneapolis-mn/1eej1c4/
1eej1c4-2.0bed,270 Hennepin,"270 Hennepin Ave, Minneapolis, MN 55402
Property Website",270 Hennepin Ave,Minneapolis,MN,55402,44.9815547,-93.27029,2.86,,2.0,2.0,1703,"$5,221",5221.0,5221.0,per_unit,False,,,,,,True,True,True,True,False,False,False,True,True,True,True,True,False,True,True,2025-11-26T22:56:24.231159,https://www.apartments.com/270-hennepin-minneapolis-mn/1eej1c4/
v2crl6g-1.0bed,Xenia Apartments,"770 Xenia Ave S, Minneapolis, MN 55416
Property Website",770 Xenia Ave S,Minneapolis,MN,55416,44.9737518,-93.3528539,9.2,,1.0,2.0,951,"$2,040",2040.0,2040.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,2025-11-26T22:56:44.685321,https://www.apartments.com/xenia-apartments-minneapolis-mn/v2crl6g/
v2crl6g-2.0bed,Xenia Apartments,"770 Xenia Ave S, Minneapolis, MN 55416
Property Website",770 Xenia Ave S,Minneapolis,MN,55416,44.9737518,-93.3528539,9.2,,2.0,2.0,1386,"$2,890",2890.0,2890.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,2025-11-26T22:56:44.696530,https://www.apartments.com/xenia-apartments-minneapolis-mn/v2crl6g/
6z0vvcv-1.0bed,Ironclad Residential,"811 Washington Ave S, Minneapolis, MN 55415
Property Website",811 Washington Ave S,Minneapolis,MN,55415,44.9769306,-93.257047,1.72,,1.0,1.0,785,"$1,815",1815.0,1815.0,per_bed,True,,,,,,True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,2025-11-26T22:58:40.992214,https://www.apartments.com/ironclad-residential-minneapolis-mn/6z0vvcv/
6z0vvcv-2.0bed,Ironclad Residential,"811 Washington Ave S, Minneapolis, MN 55415
Property Website",811 Washington Ave S,Minneapolis,MN,55415,44.9769306,-93.257047,1.72,,2.0,2.0,1367,"$4,000",4000.0,4000.0,per_bed,True,,,,,,True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,2025-11-26T22:58:40.997498,https://www.apartments.com/ironclad-residential-minneapolis-mn/6z0vvcv/
bj3z6n9-1.0bed,Minneapolis Grand Apartments,"2401 Chicago Ave, Minneapolis, MN 55404
Property Website",2401 Chicago Ave,Minneapolis,MN,55404,44.958995,-93.262442,2.61,,1.0,1.0,926,"$1,450",1450.0,1450.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,2025-11-26T22:59:05.910770,https://www.apartments.com/minneapolis-grand-apartments-minneapolis-mn/bj3z6n9/
bj3z6n9-2.0bed,Minneapolis Grand Apartments,"2401 Chicago Ave, Minneapolis, MN 55404
Property Website",2401 Chicago Ave,Minneapolis,MN,55404,44.958995,-93.262442,2.61,,2.0,2.0,1107,"$1,795",1795.0,1795.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,2025-11-26T22:59:05.917310,https://www.apartments.com/minneapolis-grand-apartments-minneapolis-mn/bj3z6n9/
zzj68pw-1.0bed,AVID,"3431 Dupont Ave S, Minneapolis, MN 55408
Property Website",3431 Dupont Ave S,Minneapolis,MN,55408,44.9402661,-93.2929333,5.79,,1.0,1.0,650,"$1,275",1275.0,1275.0,per_unit,False,,,,,,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T23:00:14.447383,https://www.apartments.com/avid-minneapolis-mn/zzj68pw/
zzj68pw-0bed,AVID,"3431 Dupont Ave S, Minneapolis, MN 55408
Property Website",3431 Dupont Ave S,Minneapolis,MN,55408,44.9402661,-93.2929333,5.79,,0.0,1.0,450,$945,945.0,945.0,per_unit,False,,,,,,True,True,False,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T23:00:14.440642,https://www.apartments.com/avid-minneapolis-mn/zzj68pw/
0983tk1-1.0bed,Welcome to Equinox Apartments,"2808 Silver Ln NE, Saint Anthony, MN 55421
Property Website, Minneapolis, MN",2808 Silver Ln NE,Saint Anthony,MN,55421,45.0424184,-93.2204115,7.8,,1.0,1.0,750,"$1,430",1430.0,1430.0,per_unit,False,,,,,,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,2025-11-26T23:00:38.106352,https://www.apartments.com/welcome-to-equinox-apartments-saint-anthony-mn/0983tk1/
0983tk1-2.0bed,Welcome to Equinox Apartments,"2808 Silver Ln NE, Saint Anthony, MN 55421
Property Website, Minneapolis, MN",2808 Silver Ln NE,Saint Anthony,MN,55421,45.0424184,-93.2204115,7.8,,2.0,1.0,950,"$1,455",1455.0,1455.0,per_unit,False,,,,,,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,2025-11-26T23:00:38.112846,https://www.apartments.com/welcome-to-equinox-apartments-saint-anthony-mn/0983tk1/
vjhlntd-1.0bed,Sora,"600 S 5th Ave, Minneapolis, MN 55415
Property Website",600 S 5th Ave,Minneapolis,MN,55415,44.974904,-93.264788,2.28,,1.0,1.0,792,"$1,800",1800.0,1800.0,per_unit,False,,,,,,True,False,False,True,False,False,False,True,True,True,True,True,False,True,True,2025-11-26T23:00:53.894956,https://www.apartments.com/sora-minneapolis-mn/vjhlntd/
vjhlntd-0bed,Sora,"600 S 5th Ave, Minneapolis, MN 55415
Property Website",600 S 5th Ave,Minneapolis,MN,55415,44.974904,-93.264788,2.28,,0.0,1.0,479,"$1,315",1315.0,1315.0,per_unit,False,,,,,,True,False,False,True,False,False,False,True,True,True,True,True,False,True,True,2025-11-26T23:00:53.870410,https://www.apartments.com/sora-minneapolis-mn/vjhlntd/
gkbxk2z-1.0bed,The Eloise Apartments,"2850 N Wayzata Blvd, Minneapolis, MN 55405
Property Website",2850 N Wayzata Blvd,Minneapolis,MN,55405,44.9704508,-93.3146098,6.2,,1.0,2.0,801,"$1,903",1903.0,1903.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,False,True,True,False,True,True,2025-11-26T23:01:14.213238,https://www.apartments.com/the-eloise-apartments-minneapolis-mn/gkbxk2z/
gkbxk2z-2.0bed,The Eloise Apartments,"2850 N Wayzata Blvd, Minneapolis, MN 55405
Property Website",2850 N Wayzata Blvd,Minneapolis,MN,55405,44.9704508,-93.3146098,6.2,,2.0,2.0,1021,"$2,423",2423.0,2423.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,False,True,True,False,True,True,2025-11-26T23:01:14.220869,https://www.apartments.com/the-eloise-apartments-minneapolis-mn/gkbxk2z/
f4wb5dt-1.0bed,Marko Apartments,"711 8th St SE, Minneapolis, MN 55414
Property Website",711 8th St SE,Minneapolis,MN,55414,44.9883454,-93.241909,1.76,,1.0,1.0,966,"$2,025",2025.0,2025.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T23:01:32.118292,https://www.apartments.com/marko-apartments-minneapolis-mn/f4wb5dt/
f4wb5dt-0bed,Marko Apartments,"711 8th St SE, Minneapolis, MN 55414
Property Website",711 8th St SE,Minneapolis,MN,55414,44.9883454,-93.241909,1.76,,0.0,1.0,418,$500,500.0,500.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,False,False,False,True,False,True,True,2025-11-26T23:01:32.121228,https://www.apartments.com/marko-apartments-minneapolis-mn/f4wb5dt/
zp57wez-1.0bed,The Bohen Apartments,"2851 Hennepin Ave, Minneapolis, MN 55408
Property Website",2851 Hennepin Ave,Minneapolis,MN,55408,44.950606,-93.2976492,5.46,,1.0,1.0,770,"$1,981",1981.0,1981.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,2025-11-26T23:05:22.286754,https://www.apartments.com/the-bohen-apartments-minneapolis-mn/zp57wez/
zp57wez-2.0bed,The Bohen Apartments,"2851 Hennepin Ave, Minneapolis, MN 55408
Property Website",2851 Hennepin Ave,Minneapolis,MN,55408,44.950606,-93.2976492,5.46,,2.0,2.0,1006,"$2,501",2501.0,2501.0,per_unit,False,,,,,,True,False,True,True,False,False,False,True,True,True,True,True,False,True,True,2025-11-26T23:05:22.294503,https://www.apartments.com/the-bohen-apartments-minneapolis-mn/zp57wez/
49h6srl-1.0bed,Excelsior & Grand,"3820 Grand Way, Saint Louis Park, MN 55416
Property Website, Minneapolis, MN",3820 Grand Way,Saint Louis Park,MN,55416,44.9338428,-93.3405725,9.32,,1.0,2.0,1161,"$2,295",2295.0,2295.0,per_unit,False,,,,,,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,2025-11-26T23:09:04.777207,https://www.apartments.com/excelsior-grand-saint-louis-park-mn/49h6srl/
49h6srl-2.0bed,Excelsior & Grand,"3820 Grand Way, Saint Louis Park, MN 55416
Property Website, Minneapolis, MN",3820 Grand Way,Saint Louis Park,MN,55416,44.9338428,-93.3405725,9.32,,2.0,2.0,1337,"$2,295",2295.0,2295.0,per_unit,False,,,,,,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,2025-11-26T23:09:04.792990,https://www.apartments.com/excelsior-grand-saint-louis-park-mn/49h6srl/
5qnrbsp-1.0bed,MN46 Apartments,"4555 Minnehaha Ave, Minneapolis, MN 55406
Property Website",4555 Minnehaha Ave,Minneapolis,MN,55406,44.9199292,-93.2145436,6.15,,1.0,1.0,648,"$1,559",1559.0,1559.0,per_unit,False,,,,,,True,False,True,True,False,False,True,True,True,False,True,True,False,True,True,2025-11-26T23:09:23.650232,https://www.apartments.com/mn46-apartments-minneapolis-mn/5qnrbsp/
